# time,flux
733269.0000120000 0.0000001054
733289.0000120000 0.0000000787
733309.0000120000 0.0000000734
733329.0000120000 0.0000000817
733349.0000120000 0.0000000922
733369.0000120000 0.0000000886
733389.0000120000 0.0000000832
733409.0000120000 0.0000000838
733429.0000120000 0.0000000520
733449.0000120000 0.0000000571
733469.0000120000 0.0000000477
733489.0000120000 0.0000000379
733509.0000120000 0.0000000474
733529.0000120000 0.0000000400
733549.0000120000 0.0000000546
733569.0000120000 0.0000000535
733589.0000120000 0.0000000432
733609.0000120000 0.0000000550
733629.0000120000 0.0000000438
733649.0000120000 0.0000000517
733669.0000120000 0.0000000609
733689.0000120000 0.0000000506
733709.0000120000 0.0000000687
733729.0000120000 0.0000000507
733749.0000120000 0.0000000470
733769.0000120000 0.0000000579
733789.0000120000 0.0000000483
733809.0000120000 0.0000000619
733829.0000120000 0.0000000700
733849.0000120000 0.0000000761
733869.0000120000 0.0000000687
733889.0000120000 0.0000000896
733909.0000120000 0.0000000746
733929.0000120000 0.0000000621
733949.0000120000 0.0000000770
733969.0000120000 0.0000001133
733989.0000120000 0.0000001064
734009.0000120000 0.0000000727
734029.0000120000 0.0000000629
734049.0000120000 0.0000000861
734069.0000120000 0.0000000801
734089.0000120000 0.0000000609
734109.0000120000 0.0000000591
734129.0000120000 0.0000000505
734149.0000120000 0.0000000431
734169.0000120000 0.0000000610
734189.0000120000 0.0000000636
734209.0000120000 0.0000000661
734229.0000120000 0.0000000570
734249.0000120000 0.0000000409
734269.0000120000 0.0000000383
734289.0000120000 0.0000000466
734309.0000120000 0.0000000506
734329.0000120000 0.0000000671
734349.0000120000 0.0000000398
734369.0000120000 0.0000000408
734389.0000120000 0.0000000526
734409.0000120000 0.0000000605
734429.0000120000 0.0000000631
734449.0000120000 0.0000000771
734469.0000120000 0.0000000566
734489.0000120000 0.0000000594
734509.0000120000 0.0000000588
734529.0000120000 0.0000000608
734549.0000120000 0.0000000401
734569.0000120000 0.0000000638
734589.0000120000 0.0000000578
734609.0000120000 0.0000000594
734629.0000120000 0.0000000715
734649.0000120000 0.0000000768
734669.0000120000 0.0000000558
734689.0000120000 0.0000000623
734709.0000120000 0.0000000831
734729.0000120000 0.0000000807
734749.0000120000 0.0000000975
734769.0000120000 0.0000001225
734789.0000120000 0.0000000829
734809.0000120000 0.0000000660
734829.0000120000 0.0000000714
734849.0000120000 0.0000000683
734869.0000120000 0.0000000714
734889.0000120000 0.0000000571
734909.0000120000 0.0000000490
734929.0000120000 0.0000000720
734949.0000120000 0.0000000514
734969.0000120000 0.0000000712
734989.0000120000 0.0000000500
735009.0000120000 0.0000000523
735029.0000120000 0.0000000494
735049.0000120000 0.0000000422
735069.0000120000 0.0000000555
735089.0000120000 0.0000000603
735109.0000120000 0.0000000651
735129.0000120000 0.0000000419
735149.0000120000 0.0000000359
735169.0000120000 0.0000000527
735189.0000120000 0.0000000677
735209.0000120000 0.0000000600
735229.0000120000 0.0000000614
735249.0000120000 0.0000000458
735269.0000120000 0.0000000621
735289.0000120000 0.0000000644
735309.0000120000 0.0000000555
735329.0000120000 0.0000000699
735349.0000120000 0.0000000653
735369.0000120000 0.0000000597
735389.0000120000 0.0000000938
735409.0000120000 0.0000000491
735429.0000120000 0.0000000608
735449.0000120000 0.0000000562
735469.0000120000 0.0000000569
735489.0000120000 0.0000000824
735509.0000120000 0.0000000657
735529.0000120000 0.0000000762
735549.0000120000 0.0000000786
735569.0000120000 0.0000001005
735589.0000120000 0.0000001412
735609.0000120000 0.0000000965
735629.0000120000 0.0000000891
735649.0000120000 0.0000000802
735669.0000120000 0.0000000911
735689.0000120000 0.0000000949
735709.0000120000 0.0000000816
735729.0000120000 0.0000000672
735749.0000120000 0.0000000869
735769.0000120000 0.0000000679
735789.0000120000 0.0000000615
