# time,flux
733261.5000120000 0.0000002864
733266.5000120000 0.0000002864
733271.5000120000 0.0000003514
733276.5000120000 0.0000002475
733281.5000120000 0.0000002694
733286.5000120000 0.0000003943
733291.5000120000 0.0000003100
733296.5000120000 0.0000002602
733301.5000120000 0.0000001690
733306.5000120000 0.0000002169
733311.5000120000 0.0000002642
733316.5000120000 0.0000001807
733321.5000120000 0.0000002395
733326.5000120000 0.0000001313
733331.5000120000 0.0000002697
733336.5000120000 0.0000002037
733341.5000120000 0.0000001446
733346.5000120000 0.0000002504
733351.5000120000 0.0000002167
733356.5000120000 0.0000001903
733361.5000120000 0.0000001525
733366.5000120000 0.0000001423
733371.5000120000 0.0000002130
733376.5000120000 0.0000003219
733381.5000120000 0.0000000885
733386.5000120000 0.0000001333
733391.5000120000 0.0000001236
733396.5000120000 0.0000002228
733401.5000120000 0.0000000946
733406.5000120000 0.0000001662
733411.5000120000 0.0000002686
733416.5000120000 0.0000001504
733421.5000120000 0.0000000911
733426.5000120000 0.0000000910
733431.5000120000 0.0000000661
733436.5000120000 0.0000000644
733441.5000120000 0.0000001767
733446.5000120000 0.0000001347
733451.5000120000 0.0000001431
733456.5000120000 0.0000001521
733461.5000120000 0.0000001565
733466.5000120000 0.0000002660
733471.5000120000 0.0000003609
733476.5000120000 0.0000002865
733481.5000120000 0.0000002617
733486.5000120000 0.0000002204
733491.5000120000 0.0000002176
733496.5000120000 0.0000002946
733501.5000120000 0.0000001650
733506.5000120000 0.0000002637
733511.5000120000 0.0000002465
733516.5000120000 0.0000002946
733521.5000120000 0.0000002394
733526.5000120000 0.0000003580
733531.5000120000 0.0000003334
733536.5000120000 0.0000003101
733541.5000120000 0.0000002458
733546.5000120000 0.0000002369
733551.5000120000 0.0000001583
733556.5000120000 0.0000002396
733561.5000120000 0.0000001629
733566.5000120000 0.0000002261
733571.5000120000 0.0000002540
733576.5000120000 0.0000002153
733581.5000120000 0.0000001289
733586.5000120000 0.0000001925
733591.5000120000 0.0000001268
733596.5000120000 0.0000001596
733601.5000120000 0.0000002171
733606.5000120000 0.0000001355
733611.5000120000 0.0000000910
733616.5000120000 0.0000001455
733621.5000120000 0.0000002668
733626.5000120000 0.0000002256
733631.5000120000 0.0000002784
733636.5000120000 0.0000002436
733641.5000120000 0.0000001838
733646.5000120000 0.0000001350
733651.5000120000 0.0000001273
733656.5000120000 0.0000001450
733661.5000120000 0.0000001075
733666.5000120000 0.0000000850
733671.5000120000 0.0000001095
733676.5000120000 0.0000001096
733681.5000120000 0.0000002606
733686.5000120000 0.0000001293
733691.5000120000 0.0000001512
733696.5000120000 0.0000002200
733701.5000120000 0.0000002442
733706.5000120000 0.0000001585
